ID,FECHA_x,AAAA_x,MM_x,DD_x,ROL,VICTIMA_x,SEXO,EDAD,N_VICTIMAS,HH,TIPO_DE_CALLE,COMUNA,NOMBRE_COMUNA,longitud,latitud,VICTIMA_y,ACUSADO,Grupo_Etario
2017-0112,2017-09-10,2017,9,10,PASAJERO_ACOMPAÑANTE,AUTO,1,1,2.0,9,AUTOPISTA,7,Flores y Parque Chacabuco.,-58.45807401,-34.63997430,AUTO,OBJETO FIJO,Niño
2017-0112,2017-09-10,2017,9,10,PASAJERO_ACOMPAÑANTE,AUTO,1,42,2.0,9,AUTOPISTA,7,Flores y Parque Chacabuco.,-58.45807401,-34.63997430,AUTO,OBJETO FIJO,Adulto
2017-0113,2017-09-11,2017,9,11,PEATON,PEATON,0,76,1.0,6,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.37697717,-34.59573848,PEATON,PASAJEROS,Anciano
2017-0114,2017-09-15,2017,9,15,CONDUCTOR,AUTO,1,26,1.0,2,AVENIDA,2,Recoleta.,-58.39100580,-34.58498660,AUTO,OBJETO FIJO,Joven Adulto
2017-0115,2017-09-19,2017,9,19,CONDUCTOR,MOTO,1,34,1.0,18,AVENIDA,5,Almagro y Boedo.,-58.42182126,-34.63089661,MOTO,BICICLETA,Joven Adulto
2017-0116,2017-09-20,2017,9,20,CONDUCTOR,MOTO,1,22,1.0,22,GRAL PAZ,12,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",-58.51389422,-34.58075791,MOTO,OBJETO FIJO,Joven Adulto
2017-0118,2017-09-22,2017,9,22,PASAJERO_ACOMPAÑANTE,MOTO,0,26,1.0,7,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.37585415,-34.65232158,MOTO,AUTO,Joven Adulto
2017-0120,2017-10-02,2017,10,2,CONDUCTOR,MOTO,1,20,1.0,15,AUTOPISTA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.47297505,-34.66245085,MOTO,CARGAS,Joven Adulto
2017-0123,2017-10-10,2017,10,10,PEATON,PEATON,0,36,1.0,1,AVENIDA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.46855503,-34.67216349,PEATON,AUTO,Adulto
2017-0124,2017-10-12,2017,10,12,CONDUCTOR,MOTO,1,51,1.0,14,CALLE,15,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",-58.44254033,-34.59185043,MOTO,PASAJEROS,Adulto Mayor
2017-0125,2017-10-13,2017,10,13,CONDUCTOR,MOTO,1,29,1.0,6,AVENIDA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.46622247,-34.67926929,MOTO,OBJETO FIJO,Joven Adulto
2017-0126,2017-10-14,2017,10,14,PASAJERO_ACOMPAÑANTE,AUTO,1,39,2.0,6,AVENIDA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.48003734,-34.68148508,AUTO,OBJETO FIJO,Adulto
2017-0126,2017-10-14,2017,10,14,CONDUCTOR,AUTO,1,36,2.0,6,AVENIDA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.48003734,-34.68148508,AUTO,OBJETO FIJO,Adulto
2017-0127,2017-10-16,2017,10,16,PASAJERO_ACOMPAÑANTE,MOTO,1,24,1.0,7,AVENIDA,2,Recoleta.,-58.41192137,-34.59800248,MOTO,MOTO,Joven Adulto
2017-0128,2017-10-17,2017,10,17,PEATON,PEATON,0,60,1.0,12,CALLE,6,Caballito.,-58.44034689,-34.61349731,PEATON,PASAJEROS,Adulto Mayor
2017-0129,2017-10-26,2017,10,26,CONDUCTOR,MOTO,1,57,1.0,19,AUTOPISTA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.47155277,-34.64925746,MOTO,PASAJEROS,Adulto Mayor
2017-0130,2017-10-27,2017,10,27,CONDUCTOR,AUTO,1,23,1.0,5,AVENIDA,15,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",-58.47883099,-34.59967065,AUTO,CARGAS,Joven Adulto
2017-0132,2017-10-30,2017,10,30,CONDUCTOR,MOTO,1,23,1.0,14,AVENIDA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.46552171,-34.69374130,MOTO,PASAJEROS,Joven Adulto
2017-0134,2017-11-06,2017,11,6,PEATON,PEATON,0,47,1.0,18,AVENIDA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.44239720,-34.66777987,PEATON,PASAJEROS,Adulto
2017-0135,2017-11-07,2017,11,7,CONDUCTOR,MOTO,1,24,1.0,12,AVENIDA,15,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",-58.47032551,-34.59626814,MOTO,CARGAS,Joven Adulto
2017-0136,2017-11-16,2017,11,16,PEATON,PEATON,1,55,1.0,8,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.41827843,-34.65522746,PEATON,PASAJEROS,Adulto Mayor
2017-0137,2017-11-17,2017,11,17,PEATON,PEATON,0,60,1.0,11,AVENIDA,11,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",-58.51280715,-34.59279388,PEATON,CARGAS,Adulto Mayor
2017-0138,2017-11-19,2017,11,19,PASAJERO_ACOMPAÑANTE,MOTO,1,25,1.0,10,AVENIDA,7,Flores y Parque Chacabuco.,-58.46258582,-34.64385704,MOTO,OBJETO FIJO,Joven Adulto
2017-0139,2017-11-19,2017,11,19,PASAJERO_ACOMPAÑANTE,AUTO,0,15,1.0,22,AVENIDA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.45064148,-34.68003614,AUTO,OBJETO FIJO,Adolecente
2017-0140,2017-11-19,2017,11,19,CONDUCTOR,MOTO,1,24,1.0,23,AUTOPISTA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",.,.,MOTO,PASAJEROS,Joven Adulto
2017-0141,2017-11-23,2017,11,23,PEATON,PEATON,0,22,1.0,19,AVENIDA,6,Caballito.,-58.42717783,-34.62513374,PEATON,PASAJEROS,Joven Adulto
2017-0143,2017-11-25,2017,11,25,CONDUCTOR,AUTO,1,50,1.0,21,CALLE,11,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",-58.46442001,-34.60724519,AUTO,PASAJEROS,Adulto Mayor
2017-0144,2017-11-26,2017,11,26,PASAJERO_ACOMPAÑANTE,AUTO,0,50,1.0,6,GRAL PAZ,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.47064556,-34.69843756,AUTO,OBJETO FIJO,Adulto Mayor
2017-0145,2017-11-26,2017,11,26,CONDUCTOR,MOTO,1,58,1.0,17,CALLE,5,Almagro y Boedo.,-58.41677733,-34.61223119,MOTO,AUTO,Adulto Mayor
2017-0147,2017-11-28,2017,11,28,CONDUCTOR,MOTO,1,49,1.0,11,GRAL PAZ,9,"Liniers, Mataderos y Parque Avellaneda.",-58.50251790,-34.67450313,MOTO,AUTO,Adulto
2017-0148,2017-11-29,2017,11,29,PEATON,PEATON,0,82,1.0,10,AVENIDA,3,Balvanera y San Cristóbal.,-58.40708125,-34.62438894,PEATON,PASAJEROS,Anciano
2017-0149,2017-11-30,2017,11,30,PEATON,PEATON,1,13,1.0,12,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.36947198,-34.61477051,PEATON,PASAJEROS,Adolecente
2017-0150,2017-12-04,2017,12,4,PEATON,PEATON,1,56,1.0,1,AVENIDA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.51140889,-34.63934531,PEATON,AUTO,Adulto Mayor
2017-0151,2017-12-04,2017,12,4,PEATON,PEATON,1,42,1.0,2,CALLE,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.37460912,-34.65559133,PEATON,PASAJEROS,Adulto
2017-0152,2017-12-06,2017,12,6,CICLISTA,BICICLETA,1,19,1.0,17,CALLE,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.41146277,-34.65073916,BICICLETA,PASAJEROS,Joven Adulto
2017-0153,2017-12-11,2017,12,11,PASAJERO_ACOMPAÑANTE,MOTO,1,42,2.0,2,AVENIDA,6,Caballito.,-58.42855267,-34.61829385,MOTO,PASAJEROS,Adulto
2017-0153,2017-12-11,2017,12,11,CONDUCTOR,MOTO,1,30,2.0,2,AVENIDA,6,Caballito.,-58.42855267,-34.61829385,MOTO,PASAJEROS,Joven Adulto
2017-0154,2017-12-11,2017,12,11,PEATON,PEATON,1,76,1.0,9,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.39035581,-34.63412287,PEATON,PASAJEROS,Anciano
2017-0155,2017-12-12,2017,12,12,CONDUCTOR,MOTO,1,77,1.0,21,AVENIDA,7,Flores y Parque Chacabuco.,-58.45593915,-34.62656868,SD,MOTO,Anciano
2017-0157,2017-12-17,2017,12,17,CONDUCTOR,AUTO,1,53,1.0,9,GRAL PAZ,9,"Liniers, Mataderos y Parque Avellaneda.",-58.52866211,-34.64597065,AUTO,PASAJEROS,Adulto Mayor
2017-0158,2017-12-18,2017,12,18,CONDUCTOR,MOTO,1,32,1.0,21,GRAL PAZ,11,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",-58.52037476,-34.59407024,MOTO,AUTO,Joven Adulto
2017-0159,2017-12-20,2017,12,20,CONDUCTOR,MOTO,1,27,1.0,4,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.38896772,-34.61799615,MOTO,AUTO,Joven Adulto
2017-0160,2017-12-22,2017,12,22,PEATON,PEATON,0,30,1.0,13,AVENIDA,7,Flores y Parque Chacabuco.,-58.47074114,-34.62771756,PEATON,MOTO,Joven Adulto
2017-0161,2017-12-26,2017,12,26,PEATON,PEATON,0,30,1.0,15,AVENIDA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.48200819,-34.65969965,PEATON,AUTO,Joven Adulto
2018-0001,2018-01-01,2018,1,1,PEATON,PEATON,1,83,1.0,22,AVENIDA,3,Balvanera y San Cristóbal.,-58.39536773,-34.62297346,PEATON,MOTO,Anciano
2018-0002,2018-01-03,2018,1,3,CICLISTA,BICICLETA,0,26,1.0,16,CALLE,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.37456088,-34.61895467,BICICLETA,PASAJEROS,Joven Adulto
2018-0003,2018-01-05,2018,1,5,PEATON,PEATON,0,58,1.0,10,AVENIDA,15,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",-58.44860217,-34.60395657,PEATON,MULTIPLE,Adulto Mayor
2018-0004,2018-01-09,2018,1,9,CONDUCTOR,MOTO,1,39,1.0,9,AVENIDA,13,"Núñez, Belgrano y Colegiales.",-58.46129513,-34.54332766,MOTO,MULTIPLE,Adulto
2018-0005,2018-01-09,2018,1,9,PEATON,PEATON,1,54,1.0,22,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.36907201,-34.61953517,PEATON,PASAJEROS,Adulto Mayor
2018-0006,2018-01-10,2018,1,10,CICLISTA,BICICLETA,0,45,1.0,21,CALLE,6,Caballito.,-58.44062219,-34.62499107,BICICLETA,PASAJEROS,Adulto
2018-0007,2018-01-11,2018,1,11,CONDUCTOR,AUTO,1,46,1.0,2,AUTOPISTA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.52502765,-34.63601265,AUTO,AUTO,Adulto
2018-0008,2018-01-12,2018,1,12,CONDUCTOR,MOTO,0,32,1.0,17,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.36659655,-34.61687778,MOTO,CARGAS,Joven Adulto
2018-0009,2018-01-14,2018,1,14,CONDUCTOR,MOTO,1,19,1.0,2,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.36737389,-34.62763661,MOTO,MOTO,Joven Adulto
2018-0010,2018-01-18,2018,1,18,CONDUCTOR,MOTO,1,40,1.0,5,CALLE,10,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",-58.49807953,-34.63038658,MOTO,CARGAS,Adulto
2018-0011,2018-01-19,2018,1,19,PEATON,PEATON,1,84,1.0,10,AVENIDA,2,Recoleta.,-58.39092703,-34.59088447,PEATON,PASAJEROS,Anciano
2018-0012,2018-01-26,2018,1,26,CONDUCTOR,MOTO,1,20,1.0,13,CALLE,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.46912006,-34.68049201,MOTO,PASAJEROS,Joven Adulto
2018-0013,2018-01-28,2018,1,28,CONDUCTOR,MOTO,1,44,1.0,8,AVENIDA,12,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",-58.48661286,-34.56786129,MOTO,AUTO,Adulto
2018-0014,2018-01-31,2018,1,31,PEATON,PEATON,1,42,1.0,20,AVENIDA,7,Flores y Parque Chacabuco.,-58.44074927,-34.65080597,PEATON,MOTO,Adulto
2018-0015,2018-02-06,2018,2,6,CONDUCTOR,MOTO,1,28,2.0,1,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.38636298,-34.64684275,MOTO,PASAJEROS,Joven Adulto
2018-0015,2018-02-06,2018,2,6,PASAJERO_ACOMPAÑANTE,MOTO,1,19,2.0,1,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.38636298,-34.64684275,MOTO,PASAJEROS,Joven Adulto
2018-0016,2018-02-15,2018,2,15,CONDUCTOR,MOTO,1,31,1.0,10,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.37533517,-34.59276462,MOTO,CARGAS,Joven Adulto
2018-0017,2018-02-17,2018,2,17,PEATON,PEATON,1,35,1.0,4,AVENIDA,7,Flores y Parque Chacabuco.,-58.46963952,-34.63070603,PEATON,AUTO,Adulto
2018-0018,2018-02-17,2018,2,17,CONDUCTOR,MOTO,1,26,1.0,7,CALLE,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.37207554,-34.64543658,MOTO,CARGAS,Joven Adulto
2018-0019,2018-02-17,2018,2,17,PEATON,PEATON,0,80,1.0,12,AVENIDA,2,Recoleta.,-58.39189441,-34.59176378,PEATON,PASAJEROS,Anciano
2018-0020,2018-02-19,2018,2,19,CONDUCTOR,MOTO,1,26,1.0,22,AUTOPISTA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.45012957,-34.66518343,MOTO,CARGAS,Joven Adulto
2018-0021,2018-02-22,2018,2,22,PEATON,PEATON,0,62,1.0,10,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.40184094,-34.64546845,PEATON,PASAJEROS,Adulto Mayor
2018-0022,2018-02-24,2018,2,24,CONDUCTOR,MOTO,1,28,1.0,0,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.37441153,-34.63966783,MOTO,CARGAS,Joven Adulto
2018-0023,2018-02-24,2018,2,24,CONDUCTOR,MOTO,1,28,1.0,6,CALLE,6,Caballito.,-58.44110156,-34.62082399,MOTO,AUTO,Joven Adulto
2018-0024,2018-02-28,2018,2,28,PEATON,PEATON,1,70,1.0,23,AVENIDA,15,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",-58.47087351,-34.57827342,PEATON,CARGAS,Anciano
2018-0025,2018-03-04,2018,3,4,PEATON,PEATON,1,70,1.0,22,AVENIDA,7,Flores y Parque Chacabuco.,-58.45962210,-34.62245140,PEATON,AUTO,Anciano
2018-0026,2018-03-09,2018,3,9,CONDUCTOR,MOVIL,1,24,2.0,4,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.41657793,-34.65476216,MOVIL,CARGAS,Joven Adulto
2018-0026,2018-03-09,2018,3,9,PASAJERO_ACOMPAÑANTE,MOVIL,1,30,2.0,4,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.41657793,-34.65476216,MOVIL,CARGAS,Joven Adulto
2018-0027,2018-03-11,2018,3,11,PEATON,PEATON,0,74,1.0,23,CALLE,5,Almagro y Boedo.,-58.41911301,-34.63722107,PEATON,MOTO,Anciano
2018-0028,2018-03-13,2018,3,13,PEATON,PEATON,1,71,1.0,15,AVENIDA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.47120586,-34.64251042,PEATON,CARGAS,Anciano
2018-0029,2018-03-15,2018,3,15,CONDUCTOR,MOTO,1,26,1.0,18,AVENIDA,11,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",-58.47418944,-34.62049672,MOTO,AUTO,Joven Adulto
2018-0030,2018-03-20,2018,3,20,CONDUCTOR,MOTO,1,24,1.0,1,AVENIDA,15,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",-58.46720441,-34.57905579,MOTO,MOTO,Joven Adulto
2018-0031,2018-03-28,2018,3,28,CONDUCTOR,MOTO,1,31,1.0,10,AVENIDA,11,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",-58.46909362,-34.61779710,MOTO,CARGAS,Joven Adulto
2018-0032,2018-04-02,2018,4,2,PEATON,PEATON,1,70,1.0,13,AVENIDA,13,"Núñez, Belgrano y Colegiales.",-58.44704343,-34.56888640,PEATON,PASAJEROS,Anciano
2018-0033,2018-04-07,2018,4,7,CONDUCTOR,MOTO,0,42,1.0,7,AVENIDA,10,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",-58.50535541,-34.62902048,MOTO,CARGAS,Adulto
2018-0034,2018-04-11,2018,4,11,PEATON,PEATON,1,24,1.0,18,AVENIDA,2,Recoleta.,-58.40021675,-34.59522198,PEATON,PASAJEROS,Joven Adulto
2018-0035,2018-04-12,2018,4,12,PEATON,PEATON,0,39,1.0,16,AVENIDA,7,Flores y Parque Chacabuco.,-58.46325991,-34.62919627,PEATON,PASAJEROS,Adulto
2018-0036,2018-04-13,2018,4,13,CONDUCTOR,MOTO,1,37,1.0,23,AVENIDA,15,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",-58.49471482,-34.59694755,MOTO,AUTO,Adulto
2018-0037,2018-04-18,2018,4,18,PEATON,PEATON,1,84,1.0,18,AVENIDA,2,Recoleta.,-58.39872610,-34.59975962,PEATON,CARGAS,Anciano
2018-0038,2018-04-20,2018,4,20,PEATON,PEATON,0,59,2.0,17,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.38872177,-34.60885045,PEATON,AUTO,Adulto Mayor
2018-0038,2018-04-20,2018,4,20,PEATON,PEATON,1,61,2.0,17,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.38872177,-34.60885045,PEATON,AUTO,Adulto Mayor
2018-0039,2018-04-21,2018,4,21,PEATON,PEATON,1,37,1.0,22,AUTOPISTA,14,Palermo.,.,.,PEATON,AUTO,Adulto
2018-0040,2018-04-27,2018,4,27,PEATON,PEATON,0,42,1.0,11,CALLE,13,"Núñez, Belgrano y Colegiales.",-58.45686132,-34.57305993,PEATON,CARGAS,Adulto
2018-0041,2018-04-27,2018,4,27,PEATON,PEATON,0,78,1.0,13,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.42281627,-34.64282424,PEATON,PASAJEROS,Anciano
2018-0042,2018-04-27,2018,4,27,PASAJERO_ACOMPAÑANTE,MOTO,1,23,1.0,18,CALLE,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.38666024,-34.63953396,MOTO,CARGAS,Joven Adulto
2018-0043,2018-04-28,2018,4,28,CONDUCTOR,MOTO,1,25,1.0,6,AVENIDA,11,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",-58.49122843,-34.61207587,MOTO,AUTO,Joven Adulto
2018-0044,2018-04-28,2018,4,28,PEATON,PEATON,0,50,1.0,9,AVENIDA,3,Balvanera y San Cristóbal.,-58.40098306,-34.61866627,PEATON,AUTO,Adulto Mayor
2018-0045,2018-04-30,2018,4,30,CONDUCTOR,AUTO,1,60,1.0,7,AVENIDA,13,"Núñez, Belgrano y Colegiales.",-58.45448963,-34.57916920,AUTO,CARGAS,Adulto Mayor
2018-0046,2018-05-02,2018,5,2,PEATON,PEATON,1,11,1.0,3,GRAL PAZ,9,"Liniers, Mataderos y Parque Avellaneda.",-58.52927982,-34.63931752,PEATON,AUTO,Niño
2018-0047,2018-05-08,2018,5,8,PEATON,PEATON,1,82,1.0,19,AVENIDA,15,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",-58.44759966,-34.59170240,PEATON,PASAJEROS,Anciano
2018-0048,2018-05-09,2018,5,9,PEATON,PEATON,1,57,1.0,10,AVENIDA,7,Flores y Parque Chacabuco.,-58.46411215,-34.62925068,PEATON,PASAJEROS,Adulto Mayor
2018-0049,2018-05-11,2018,5,11,PEATON,PEATON,0,40,1.0,19,CALLE,13,"Núñez, Belgrano y Colegiales.",-58.46213220,-34.55395823,PEATON,AUTO,Adulto
2018-0050,2018-05-14,2018,5,14,PEATON,PEATON,0,47,1.0,18,AVENIDA,13,"Núñez, Belgrano y Colegiales.",-58.45669422,-34.56203610,PEATON,PASAJEROS,Adulto
2018-0051,2018-05-15,2018,5,15,PEATON,PEATON,0,57,1.0,21,CALLE,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.35977160,-34.64341878,PEATON,AUTO,Adulto Mayor
2018-0052,2018-05-18,2018,5,18,PEATON,PEATON,1,78,1.0,20,AVENIDA,15,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",-58.49820145,-34.59070093,PEATON,PASAJEROS,Anciano
2018-0053,2018-05-20,2018,5,20,CONDUCTOR,MOTO,1,43,1.0,2,CALLE,3,Balvanera y San Cristóbal.,-58.41059280,-34.59939180,MOTO,AUTO,Adulto
2018-0054,2018-05-22,2018,5,22,PEATON,PEATON,0,86,1.0,11,CALLE,12,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",-58.47969138,-34.57121563,PEATON,BICICLETA,Anciano
2018-0055,2018-05-29,2018,5,29,CONDUCTOR,MOTO,1,21,1.0,7,AVENIDA,3,Balvanera y San Cristóbal.,-58.40351561,-34.61883916,MOTO,AUTO,Joven Adulto
2018-0056,2018-06-02,2018,6,2,PEATON,PEATON,0,69,1.0,13,AVENIDA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.51973844,-34.63918987,PEATON,PASAJEROS,Anciano
2018-0057,2018-06-03,2018,6,3,CONDUCTOR,MOTO,1,33,1.0,3,CALLE,3,Balvanera y San Cristóbal.,-58.39311376,-34.62163006,MOTO,PASAJEROS,Joven Adulto
2018-0058,2018-06-03,2018,6,3,CONDUCTOR,MOTO,1,26,1.0,6,AVENIDA,15,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",-58.43531242,-34.59082159,MOTO,AUTO,Joven Adulto
2018-0059,2018-06-08,2018,6,8,CONDUCTOR,MOTO,1,54,1.0,6,AVENIDA,5,Almagro y Boedo.,-58.41178165,-34.63035454,MOTO,OTRO,Adulto Mayor
2018-0060,2018-06-08,2018,6,8,PEATON,PEATON,1,51,1.0,12,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.37048800,-34.60189492,PEATON,PASAJEROS,Adulto Mayor
2018-0061,2018-06-10,2018,6,10,CONDUCTOR,MOTO,1,51,1.0,11,CALLE,3,Balvanera y San Cristóbal.,-58.39883882,-34.61964833,MOTO,MOTO,Adulto Mayor
2018-0062,2018-06-14,2018,6,14,PEATON,PEATON,1,32,1.0,1,CALLE,6,Caballito.,-58.44110156,-34.62082399,PEATON,CARGAS,Joven Adulto
2018-0063,2018-06-16,2018,6,16,PEATON,PEATON,0,28,1.0,21,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.37093138,-34.59952725,PEATON,PASAJEROS,Joven Adulto
2018-0064,2018-06-25,2018,6,25,CONDUCTOR,AUTO,1,30,1.0,1,AVENIDA,7,Flores y Parque Chacabuco.,-58.45855262,-34.63953253,AUTO,CARGAS,Joven Adulto
2018-0065,2018-06-26,2018,6,26,CONDUCTOR,MOTO,1,35,1.0,17,CALLE,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.38161909,-34.59283447,MOTO,CARGAS,Adulto
2018-0066,2018-06-28,2018,6,28,PEATON,PEATON,1,73,1.0,11,AVENIDA,15,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",-58.45511899,-34.58698157,PEATON,PASAJEROS,Anciano
2018-0067,2018-06-29,2018,6,29,PASAJERO_ACOMPAÑANTE,PASAJEROS,0,81,1.0,16,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.37724226,-34.62973033,PASAJEROS,AUTO,Anciano
2018-0068,2018-07-01,2018,7,1,CONDUCTOR,MOTO,1,21,1.0,9,AVENIDA,7,Flores y Parque Chacabuco.,-58.45546217,-34.62930339,MOTO,AUTO,Joven Adulto
2018-0069,2018-07-04,2018,7,4,CICLISTA,BICICLETA,1,20,1.0,21,AVENIDA,2,Recoleta.,-58.39897064,-34.59954925,BICICLETA,PASAJEROS,Joven Adulto
2018-0070,2018-07-07,2018,7,7,CONDUCTOR,MOTO,1,33,1.0,15,CALLE,3,Balvanera y San Cristóbal.,-58.40917826,-34.62126274,MOTO,PASAJEROS,Joven Adulto
2018-0071,2018-07-10,2018,7,10,CONDUCTOR,MOTO,1,42,1.0,17,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.36726348,-34.61099738,MOTO,CARGAS,Adulto
2018-0072,2018-07-11,2018,7,11,CONDUCTOR,MOTO,1,27,1.0,13,AUTOPISTA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.48267426,-34.68454456,MOTO,CARGAS,Joven Adulto
2018-0073,2018-07-11,2018,7,11,PEATON,PEATON,0,67,1.0,15,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.39546165,-34.65168841,PEATON,CARGAS,Anciano
2018-0074,2018-07-14,2018,7,14,CONDUCTOR,AUTO,1,25,1.0,6,AVENIDA,7,Flores y Parque Chacabuco.,-58.46941984,-34.63376545,AUTO,CARGAS,Joven Adulto
2018-0075,2018-07-15,2018,7,15,PEATON,PEATON,1,23,1.0,7,AVENIDA,14,Palermo.,-58.40367321,-34.58129246,PEATON,AUTO,Joven Adulto
2018-0076,2018-07-16,2018,7,16,CONDUCTOR,AUTO,1,73,1.0,9,CALLE,9,"Liniers, Mataderos y Parque Avellaneda.",-58.52932872,-34.65014993,AUTO,CARGAS,Anciano
2018-0077,2018-07-16,2018,7,16,CONDUCTOR,AUTO,1,58,1.0,23,CALLE,3,Balvanera y San Cristóbal.,-58.40917826,-34.62126274,AUTO,CARGAS,Adulto Mayor
2018-0078,2018-07-21,2018,7,21,PEATON,PEATON,1,27,1.0,6,CALLE,2,Recoleta.,-58.41264127,-34.59473294,PEATON,AUTO,Joven Adulto
2018-0079,2018-07-23,2018,7,23,PEATON,PEATON,1,42,1.0,7,GRAL PAZ,9,"Liniers, Mataderos y Parque Avellaneda.",-58.50877521,-34.66977709,PEATON,CARGAS,Adulto
