ID,FECHA_x,AAAA_x,MM_x,DD_x,ROL,VICTIMA_x,SEXO,EDAD,N_VICTIMAS,HH,TIPO_DE_CALLE,COMUNA,NOMBRE_COMUNA,longitud,latitud,VICTIMA_y,ACUSADO,Grupo_Etario
2016-0145,2016-11-07,2016,11,7,CONDUCTOR,MOTO,1,39,1.0,20,AVENIDA,13,"Núñez, Belgrano y Colegiales.",-58.44523595,-34.55953855,MOTO,AUTO,Adulto
2016-0146,2016-11-09,2016,11,9,PEATON,PEATON,0,29,1.0,20,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.39626094,-34.63036565,PEATON,PASAJEROS,Joven Adulto
2016-0147,2016-11-16,2016,11,16,PASAJERO_ACOMPAÑANTE,MOVIL,1,55,1.0,21,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.38896772,-34.61799615,MOVIL,PASAJEROS,Adulto Mayor
2016-0148,2016-11-16,2016,11,16,CONDUCTOR,MOTO,1,42,1.0,22,AVENIDA,15,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",-58.46536113,-34.59484504,MOTO,MOTO,Adulto
2016-0150,2016-11-18,2016,11,18,PASAJERO_ACOMPAÑANTE,CARGAS,1,41,1.0,18,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.40879146,-34.65273216,CARGAS,CARGAS,Adulto
2016-0152,2016-11-23,2016,11,23,CONDUCTOR,MOTO,1,42,1.0,21,AVENIDA,7,Flores y Parque Chacabuco.,-58.46451841,-34.64991946,MOTO,AUTO,Adulto
2016-0153,2016-11-25,2016,11,25,PEATON,PEATON,0,83,1.0,15,AVENIDA,15,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",-58.42917090,-34.59485488,PEATON,MOTO,Anciano
2016-0154,2016-11-26,2016,11,26,CONDUCTOR,MOTO,1,38,1.0,14,GRAL PAZ,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.49007772,-34.68251141,MOTO,MOTO,Adulto
2016-0155,2016-11-26,2016,11,26,PEATON,PEATON,0,29,1.0,16,CALLE,10,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",-58.52756365,-34.62772274,PEATON,AUTO,Joven Adulto
2016-0156,2016-11-26,2016,11,26,CONDUCTOR,MOTO,1,23,1.0,19,AVENIDA,3,Balvanera y San Cristóbal.,-58.40638983,-34.61943202,MOTO,PASAJEROS,Joven Adulto
2016-0157,2016-12-03,2016,12,3,CONDUCTOR,MOTO,1,23,1.0,6,AVENIDA,11,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",-58.47576807,-34.61740997,MOTO,MOTO,Joven Adulto
2016-0159,2016-12-04,2016,12,4,CONDUCTOR,AUTO,1,23,1.0,7,AVENIDA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.44451316,-34.68475866,AUTO,PASAJEROS,Joven Adulto
2016-0160,2016-12-06,2016,12,6,CONDUCTOR,CARGAS,1,29,1.0,5,AUTOPISTA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.51927194,-34.63635787,CARGAS,OBJETO FIJO,Joven Adulto
2016-0161,2016-12-06,2016,12,6,PEATON,PEATON,1,50,1.0,7,AVENIDA,14,Palermo.,-58.42525456,-34.57866344,PEATON,PASAJEROS,Adulto Mayor
2016-0162,2016-12-07,2016,12,7,PEATON,PEATON,1,38,1.0,5,AVENIDA,15,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",-58.45396573,-34.58518167,PEATON,AUTO,Adulto
2016-0163,2016-12-10,2016,12,10,CONDUCTOR,MOTO,1,23,1.0,7,GRAL PAZ,11,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",-58.52340614,-34.59798754,MOTO,AUTO,Joven Adulto
2016-0164,2016-12-11,2016,12,11,CONDUCTOR,AUTO,1,29,1.0,6,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.42323628,-34.64119105,AUTO,AUTO,Joven Adulto
2016-0165,2016-12-12,2016,12,12,CICLISTA,BICICLETA,1,37,1.0,8,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.36926144,-34.62841919,BICICLETA,PASAJEROS,Adulto
2016-0168,2016-12-13,2016,12,13,CONDUCTOR,MOTO,1,43,1.0,10,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.42323628,-34.64119105,MOTO,AUTO,Adulto
2016-0169,2016-12-15,2016,12,15,CONDUCTOR,MOTO,1,24,1.0,15,AVENIDA,12,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",-58.47935434,-34.55676497,MOTO,PASAJEROS,Joven Adulto
2016-0170,2016-12-19,2016,12,19,PASAJERO_ACOMPAÑANTE,MOTO,1,21,1.0,17,GRAL PAZ,12,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",-58.50598256,-34.56379980,MOTO,AUTO,Joven Adulto
2016-0171,2016-12-25,2016,12,25,CONDUCTOR,MOTO,0,42,1.0,19,AUTOPISTA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.36607137,-34.62150748,MOTO,MOTO,Adulto
2016-0172,2016-12-26,2016,12,26,CONDUCTOR,MOTO,1,38,1.0,8,AVENIDA,5,Almagro y Boedo.,-58.41918902,-34.63174259,MOTO,CARGAS,Adulto
2016-0173,2016-12-26,2016,12,26,CONDUCTOR,MOTO,1,35,1.0,19,AVENIDA,7,Flores y Parque Chacabuco.,-58.46749188,-34.63551751,MOTO,CARGAS,Adulto
2016-0175,2016-12-27,2016,12,27,PEATON,PEATON,0,42,1.0,8,CALLE,7,Flores y Parque Chacabuco.,-58.46064174,-34.62960517,PEATON,BICICLETA,Adulto
2016-0176,2016-12-28,2016,12,28,CONDUCTOR,MOTO,1,28,1.0,1,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.36956186,-34.61232875,MOTO,PASAJEROS,Joven Adulto
2016-0177,2016-12-29,2016,12,29,PEATON,PEATON,0,27,1.0,4,CALLE,14,Palermo.,-58.40966671,-34.58788235,PEATON,AUTO,Joven Adulto
2016-0178,2016-12-30,2016,12,30,PEATON,PEATON,0,7,1.0,16,CALLE,3,Balvanera y San Cristóbal.,-58.40288226,-34.61544091,PEATON,MULTIPLE,Niño
2017-0001,2017-01-02,2017,1,2,CONDUCTOR,MOTO,1,18,1.0,1,AVENIDA,11,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",-58.46594230,-34.61028571,MOTO,CARGAS,Joven Adulto
2017-0003,2017-01-05,2017,1,5,PASAJERO_ACOMPAÑANTE,CARGAS,1,33,1.0,3,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.38957669,-34.64410277,CARGAS,CARGAS,Joven Adulto
2017-0007,2017-01-11,2017,1,11,PEATON,PEATON,1,48,1.0,17,CALLE,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.38161660,-34.61529543,PEATON,MULTIPLE,Adulto
2017-0008,2017-01-16,2017,1,16,CONDUCTOR,MOTO,1,29,1.0,0,CALLE,14,Palermo.,-58.43917004,-34.58494351,MOTO,PASAJEROS,Joven Adulto
2017-0009,2017-01-16,2017,1,16,CONDUCTOR,MOTO,1,36,1.0,13,AUTOPISTA,5,Almagro y Boedo.,-58.41595919,-34.62743346,MOTO,CARGAS,Adulto
2017-0010,2017-01-16,2017,1,16,CONDUCTOR,MOTO,1,23,1.0,16,AVENIDA,6,Caballito.,-58.43564880,-34.62828656,MOTO,AUTO,Joven Adulto
2017-0011,2017-01-22,2017,1,22,PASAJERO_ACOMPAÑANTE,MOTO,0,29,1.0,2,GRAL PAZ,12,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",-58.50073810,-34.54979510,MOTO,OBJETO FIJO,Joven Adulto
2017-0012,2017-01-24,2017,1,24,CONDUCTOR,MOTO,1,30,1.0,14,CALLE,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.40969005,-34.65055290,MOTO,CARGAS,Joven Adulto
2017-0013,2017-01-27,2017,1,27,PEATON,PEATON,1,4,1.0,7,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.38972622,-34.65098981,PEATON,CARGAS,Niño
2017-0014,2017-01-28,2017,1,28,PASAJERO_ACOMPAÑANTE,MOTO,0,22,1.0,8,AVENIDA,12,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",-58.49185972,-34.55046754,MOTO,MULTIPLE,Joven Adulto
2017-0015,2017-02-02,2017,2,2,PEATON,PEATON,1,82,1.0,15,AVENIDA,2,Recoleta.,-58.39293417,-34.59963642,PEATON,AUTO,Anciano
2017-0016,2017-02-03,2017,2,3,CONDUCTOR,MOTO,1,27,1.0,5,AUTOPISTA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.38099494,-34.62288231,MOTO,CARGAS,Joven Adulto
2017-0017,2017-02-06,2017,2,6,CONDUCTOR,MOTO,1,32,1.0,8,AVENIDA,14,Palermo.,-58.42901200,-34.58095431,MOTO,AUTO,Joven Adulto
2017-0018,2017-02-09,2017,2,9,CONDUCTOR,MOTO,1,30,1.0,7,GRAL PAZ,9,"Liniers, Mataderos y Parque Avellaneda.",-58.50877521,-34.66977709,MOTO,AUTO,Joven Adulto
2017-0021,2017-02-18,2017,2,18,CONDUCTOR,MOTO,1,43,1.0,5,CALLE,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.38362373,-34.60509972,MOTO,PASAJEROS,Adulto
2017-0024,2017-02-23,2017,2,23,PEATON,PEATON,1,39,1.0,20,AVENIDA,7,Flores y Parque Chacabuco.,-58.46589308,-34.62955795,PEATON,PASAJEROS,Adulto
2017-0025,2017-02-24,2017,2,24,CONDUCTOR,MOTO,1,23,1.0,17,AVENIDA,7,Flores y Parque Chacabuco.,-58.43614426,-34.65424640,MOTO,CARGAS,Joven Adulto
2017-0026,2017-02-26,2017,2,26,PASAJERO_ACOMPAÑANTE,AUTO,0,23,2.0,5,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.41842777,-34.64979057,AUTO,OBJETO FIJO,Joven Adulto
2017-0026,2017-02-26,2017,2,26,CONDUCTOR,AUTO,1,19,2.0,5,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.41842777,-34.64979057,AUTO,OBJETO FIJO,Joven Adulto
2017-0027,2017-02-26,2017,2,26,PEATON,PEATON,1,42,1.0,21,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.38332245,-34.63193250,PEATON,AUTO,Adulto
2017-0028,2017-02-28,2017,2,28,PEATON,PEATON,1,87,1.0,9,AVENIDA,6,Caballito.,-58.45475488,-34.61196327,PEATON,AUTO,Anciano
2017-0029,2017-03-07,2017,3,7,PEATON,PEATON,1,34,1.0,2,CALLE,9,"Liniers, Mataderos y Parque Avellaneda.",-58.48501341,-34.64742455,SD,AUTO,Joven Adulto
2017-0030,2017-03-07,2017,3,7,CONDUCTOR,AUTO,0,27,1.0,8,AVENIDA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.47010988,-34.65872088,AUTO,PASAJEROS,Joven Adulto
2017-0031,2017-03-11,2017,3,11,PASAJERO_ACOMPAÑANTE,AUTO,1,70,1.0,1,CALLE,3,Balvanera y San Cristóbal.,-58.40997560,-34.62873635,AUTO,OBJETO FIJO,Anciano
2017-0032,2017-03-12,2017,3,12,PASAJERO_ACOMPAÑANTE,AUTO,0,40,1.0,5,GRAL PAZ,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.48892175,-34.68359163,AUTO,AUTO,Adulto
2017-0033,2017-03-12,2017,3,12,CONDUCTOR,AUTO,1,28,1.0,7,GRAL PAZ,11,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",-58.52466448,-34.60325478,AUTO,AUTO,Joven Adulto
2017-0034,2017-03-13,2017,3,13,PEATON,PEATON,1,43,1.0,7,CALLE,14,Palermo.,-58.42554218,-34.57929036,PEATON,AUTO,Adulto
2017-0035,2017-03-23,2017,3,23,CONDUCTOR,AUTO,1,28,3.0,5,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.35881506,-34.61113641,AUTO,OBJETO FIJO,Joven Adulto
2017-0035,2017-03-23,2017,3,23,PASAJERO_ACOMPAÑANTE,AUTO,1,32,3.0,5,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.35881506,-34.61113641,AUTO,OBJETO FIJO,Joven Adulto
2017-0035,2017-03-23,2017,3,23,PASAJERO_ACOMPAÑANTE,AUTO,1,30,3.0,5,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.35881506,-34.61113641,AUTO,OBJETO FIJO,Joven Adulto
2017-0036,2017-03-29,2017,3,29,PASAJERO_ACOMPAÑANTE,MOTO,0,42,2.0,18,GRAL PAZ,12,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",-58.51452347,-34.58159762,MOTO,PASAJEROS,Adulto
2017-0036,2017-03-29,2017,3,29,CONDUCTOR,MOTO,1,20,2.0,18,GRAL PAZ,12,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",-58.51452347,-34.58159762,MOTO,PASAJEROS,Joven Adulto
2017-0037,2017-03-31,2017,3,31,CONDUCTOR,MOTO,1,41,1.0,3,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.38896772,-34.61799615,MOTO,CARGAS,Adulto
2017-0038,2017-04-01,2017,4,1,CONDUCTOR,MOTO,0,40,1.0,19,AVENIDA,7,Flores y Parque Chacabuco.,-58.44516857,-34.64363363,MOTO,AUTO,Adulto
2017-0040,2017-04-03,2017,4,3,CONDUCTOR,AUTO,1,43,1.0,9,AVENIDA,13,"Núñez, Belgrano y Colegiales.",-58.43834197,-34.54560369,AUTO,MULTIPLE,Adulto
2017-0041,2017-04-03,2017,4,3,CONDUCTOR,MOTO,1,17,1.0,23,CALLE,7,Flores y Parque Chacabuco.,-58.45485084,-34.63531854,MOTO,AUTO,Adolecente
2017-0042,2017-04-10,2017,4,10,CONDUCTOR,MOTO,1,42,1.0,9,GRAL PAZ,14,Palermo.,.,.,MOTO,CARGAS,Adulto
2017-0045,2017-04-14,2017,4,14,CONDUCTOR,MOTO,1,21,1.0,6,CALLE,10,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",-58.52449285,-34.62454175,MOTO,OBJETO FIJO,Joven Adulto
2017-0047,2017-04-23,2017,4,23,CONDUCTOR,MOTO,1,37,1.0,6,AVENIDA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.46713742,-34.67198790,MOTO,AUTO,Adulto
2017-0049,2017-04-27,2017,4,27,PEATON,PEATON,1,22,1.0,18,AVENIDA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.43850413,-34.65554754,PEATON,PASAJEROS,Joven Adulto
2017-0050,2017-04-28,2017,4,28,CONDUCTOR,MOTO,1,46,2.0,11,AUTOPISTA,9,"Liniers, Mataderos y Parque Avellaneda.",.,.,MOTO,CARGAS,Adulto
2017-0050,2017-04-28,2017,4,28,PASAJERO_ACOMPAÑANTE,MOTO,1,16,2.0,11,AUTOPISTA,9,"Liniers, Mataderos y Parque Avellaneda.",.,.,MOTO,CARGAS,Adolecente
2017-0051,2017-05-01,2017,5,1,CONDUCTOR,AUTO,1,33,1.0,3,AUTOPISTA,7,Flores y Parque Chacabuco.,.,.,AUTO,AUTO,Joven Adulto
2017-0052,2017-05-05,2017,5,5,PEATON,PEATON,0,47,1.0,3,GRAL PAZ,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.49413799,-34.68095739,PEATON,CARGAS,Adulto
2017-0053,2017-05-05,2017,5,5,CONDUCTOR,MOTO,1,28,1.0,20,CALLE,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.37547846,-34.65326075,MOTO,CARGAS,Joven Adulto
2017-0054,2017-05-07,2017,5,7,PASAJERO_ACOMPAÑANTE,MOTO,0,20,1.0,21,AVENIDA,15,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",-58.48680218,-34.58689719,MOTO,AUTO,Joven Adulto
2017-0055,2017-05-09,2017,5,9,CONDUCTOR,AUTO,1,32,1.0,8,AVENIDA,12,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",-58.49563989,-34.57962262,AUTO,AUTO,Joven Adulto
2017-0058,2017-05-09,2017,5,9,PEATON,PEATON,1,80,1.0,23,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.38403232,-34.59915940,PEATON,MOTO,Anciano
2017-0059,2017-05-11,2017,5,11,PEATON,PEATON,0,39,1.0,9,CALLE,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.38223382,-34.62693865,PEATON,PASAJEROS,Adulto
2017-0060,2017-05-13,2017,5,13,PASAJERO_ACOMPAÑANTE,MOTO,1,30,1.0,7,AVENIDA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.45966521,-34.67323292,MOTO,OBJETO FIJO,Joven Adulto
2017-0061,2017-05-15,2017,5,15,PEATON,PEATON,1,47,1.0,13,AVENIDA,2,Recoleta.,-58.39303911,-34.59871111,PEATON,MOTO,Adulto
2017-0062,2017-05-15,2017,5,15,CONDUCTOR,MOTO,1,35,1.0,16,AVENIDA,10,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",-58.51262106,-34.63395999,MOTO,CARGAS,Adulto
2017-0063,2017-05-17,2017,5,17,PEATON,PEATON,0,79,1.0,10,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.38118367,-34.61646839,PEATON,PASAJEROS,Anciano
2017-0064,2017-05-20,2017,5,20,PASAJERO_ACOMPAÑANTE,CARGAS,1,61,1.0,5,CALLE,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.37653284,-34.60582475,CARGAS,AUTO,Adulto Mayor
2017-0065,2017-05-22,2017,5,22,CICLISTA,BICICLETA,1,21,1.0,16,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.37709334,-34.64035082,BICICLETA,CARGAS,Joven Adulto
2017-0066,2017-05-22,2017,5,22,PEATON,PEATON,1,10,1.0,18,AVENIDA,15,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",-58.46002142,-34.60409469,PEATON,PASAJEROS,Niño
2017-0067,2017-05-23,2017,5,23,CONDUCTOR,MOTO,1,21,1.0,2,AVENIDA,6,Caballito.,-58.43381970,-34.62801894,MOTO,CARGAS,Joven Adulto
2017-0068,2017-05-27,2017,5,27,CONDUCTOR,MOTO,1,32,1.0,19,AVENIDA,8,"Villa Soldati, Villa Riachuelo y Villa Lugano.",-58.43580656,-34.66437532,MOTO,OBJETO FIJO,Joven Adulto
2017-0069,2017-05-29,2017,5,29,CONDUCTOR,MOTO,1,39,1.0,14,GRAL PAZ,9,"Liniers, Mataderos y Parque Avellaneda.",-58.52173071,-34.65997463,MOTO,AUTO,Adulto
2017-0070,2017-05-30,2017,5,30,PEATON,PEATON,1,80,1.0,13,CALLE,11,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",-58.50791763,-34.59804273,PEATON,AUTO,Anciano
2017-0072,2017-06-03,2017,6,3,CONDUCTOR,AUTO,1,25,1.0,23,AVENIDA,12,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",-58.49175088,-34.58226957,AUTO,AUTO,Joven Adulto
2017-0073,2017-06-04,2017,6,4,CONDUCTOR,MOTO,1,19,1.0,9,AVENIDA,3,Balvanera y San Cristóbal.,-58.40781467,-34.60425669,MOTO,AUTO,Joven Adulto
2017-0074,2017-06-04,2017,6,4,CONDUCTOR,PEATON,1,70,1.0,12,CALLE,9,"Liniers, Mataderos y Parque Avellaneda.",-58.52567073,-34.63787791,SD,PASAJEROS,Anciano
2017-0075,2017-06-12,2017,6,12,PEATON,PEATON,1,55,1.0,22,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.38154200,-34.60906385,PEATON,MOTO,Adulto Mayor
2017-0076,2017-06-13,2017,6,13,PEATON,PEATON,0,30,1.0,14,AVENIDA,2,Recoleta.,-58.38526125,-34.57805810,PEATON,CARGAS,Joven Adulto
2017-0077,2017-06-17,2017,6,17,CONDUCTOR,MOTO,0,60,1.0,23,CALLE,14,Palermo.,-58.42934104,-34.58451712,MOTO,CARGAS,Adulto Mayor
2017-0079,2017-06-19,2017,6,19,CONDUCTOR,MOTO,1,33,1.0,16,CALLE,3,Balvanera y San Cristóbal.,-58.40657493,-34.61781124,MOTO,CARGAS,Joven Adulto
2017-0080,2017-06-22,2017,6,22,PEATON,PEATON,0,95,1.0,10,AVENIDA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.49525314,-34.64487785,PEATON,CARGAS,Anciano
2017-0082,2017-06-25,2017,6,25,PEATON,PEATON,1,36,1.0,22,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.39092851,-34.62932696,PEATON,AUTO,Adulto
2017-0083,2017-07-04,2017,7,4,CONDUCTOR,MOTO,1,37,1.0,0,AVENIDA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.49603546,-34.64564271,MOTO,CARGAS,Adulto
2017-0084,2017-07-05,2017,7,5,PEATON,PEATON,0,73,1.0,12,AVENIDA,2,Recoleta.,-58.38502878,-34.58703485,PEATON,PASAJEROS,Anciano
2017-0085,2017-07-07,2017,7,7,PEATON,PEATON,1,84,1.0,14,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.37261143,-34.63150425,PEATON,PASAJEROS,Anciano
2017-0086,2017-07-09,2017,7,9,PEATON,PEATON,0,30,1.0,7,AVENIDA,9,"Liniers, Mataderos y Parque Avellaneda.",-58.51876802,-34.63905965,PEATON,MOTO,Joven Adulto
2017-0087,2017-07-10,2017,7,10,PEATON,PEATON,0,73,1.0,10,CALLE,3,Balvanera y San Cristóbal.,-58.41095567,-34.61516101,PEATON,AUTO,Anciano
2017-0088,2017-07-10,2017,7,10,PEATON,PEATON,1,43,1.0,22,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.36797542,-34.62519403,PEATON,PASAJEROS,Adulto
2017-0089,2017-07-13,2017,7,13,PEATON,PEATON,1,23,1.0,12,CALLE,9,"Liniers, Mataderos y Parque Avellaneda.",-58.51514709,-34.64787051,SD,AUTO,Joven Adulto
2017-0090,2017-07-15,2017,7,15,PEATON,PEATON,1,22,1.0,5,GRAL PAZ,11,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",-58.51925642,-34.59171721,PEATON,AUTO,Joven Adulto
2017-0091,2017-07-15,2017,7,15,CONDUCTOR,MOTO,1,58,1.0,13,GRAL PAZ,12,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",-58.48671535,-34.54321216,MOTO,AUTO,Adulto Mayor
2017-0092,2017-07-24,2017,7,24,PEATON,PEATON,1,66,1.0,22,AUTOPISTA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.38268809,-34.62282019,PEATON,AUTO,Anciano
2017-0093,2017-07-25,2017,7,25,PEATON,PEATON,1,42,1.0,16,AUTOPISTA,13,"Núñez, Belgrano y Colegiales.",-58.43633522,-34.54966288,PEATON,AUTO,Adulto
2017-0094,2017-07-27,2017,7,27,CICLISTA,BICICLETA,0,56,1.0,8,CALLE,10,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",-58.52640838,-34.61765855,BICICLETA,CARGAS,Adulto Mayor
2017-0095,2017-08-06,2017,8,6,CONDUCTOR,MOTO,1,36,1.0,8,AVENIDA,14,Palermo.,-58.41894306,-34.59778875,MOTO,AUTO,Adulto
2017-0096,2017-08-07,2017,8,7,PEATON,PEATON,1,87,1.0,19,AVENIDA,13,"Núñez, Belgrano y Colegiales.",-58.46756026,-34.54972741,PEATON,PASAJEROS,Anciano
2017-0098,2017-08-08,2017,8,8,PEATON,PEATON,0,61,1.0,12,CALLE,7,Flores y Parque Chacabuco.,-58.45715752,-34.63132912,PEATON,AUTO,Adulto Mayor
2017-0099,2017-08-17,2017,8,17,CICLISTA,BICICLETA,1,28,1.0,19,AVENIDA,14,Palermo.,-58.42406784,-34.56213916,BICICLETA,AUTO,Joven Adulto
2017-0100,2017-08-21,2017,8,21,PASAJERO_ACOMPAÑANTE,MOTO,0,16,1.0,7,CALLE,3,Balvanera y San Cristóbal.,-58.39674470,-34.61512051,MOTO,OBJETO FIJO,Adolecente
2017-0101,2017-08-23,2017,8,23,PEATON,PEATON,0,61,1.0,10,AVENIDA,13,"Núñez, Belgrano y Colegiales.",-58.44537508,-34.57084818,PEATON,MULTIPLE,Adulto Mayor
2017-0102,2017-08-24,2017,8,24,PEATON,PEATON,1,46,1.0,1,AVENIDA,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.40056767,-34.65107080,PEATON,CARGAS,Adulto
2017-0104,2017-08-25,2017,8,25,PEATON,PEATON,0,18,1.0,9,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.38109568,-34.61853244,PEATON,CARGAS,Joven Adulto
2017-0106,2017-08-31,2017,8,31,PEATON,PEATON,0,85,1.0,19,CALLE,14,Palermo.,-58.42533612,-34.58035258,PEATON,PASAJEROS,Anciano
2017-0107,2017-09-01,2017,9,1,CONDUCTOR,MOTO,1,41,1.0,11,AVENIDA,13,"Núñez, Belgrano y Colegiales.",-58.46062311,-34.54395182,MOTO,CARGAS,Adulto
2017-0108,2017-09-02,2017,9,2,PASAJERO_ACOMPAÑANTE,AUTO,1,17,2.0,4,GRAL PAZ,12,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",-58.49491054,-34.54795581,OBJETO FIJO,AUTO,Adolecente
2017-0108,2017-09-02,2017,9,2,PASAJERO_ACOMPAÑANTE,AUTO,1,10,2.0,4,GRAL PAZ,12,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",-58.49491054,-34.54795581,OBJETO FIJO,AUTO,Niño
2017-0109,2017-09-04,2017,9,4,CONDUCTOR,MOTO,1,21,1.0,21,AVENIDA,7,Flores y Parque Chacabuco.,-58.47130269,-34.63665402,MOTO,AUTO,Joven Adulto
2017-0110,2017-09-06,2017,9,6,PEATON,PEATON,1,56,1.0,14,AVENIDA,1,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",-58.37048800,-34.60189492,PEATON,PASAJEROS,Adulto Mayor
2017-0111,2017-09-07,2017,9,7,PEATON,PEATON,0,79,1.0,18,CALLE,4,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",-58.42023854,-34.64234110,PEATON,CARGAS,Anciano
